SourceData,TagID,SiteID,NowDis,State,CreateTimeStr,Sn,Azimuth,Elevation,
FF FF FF FF 00 25 00 7B 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF D2 12 34 00 2D 00 00 00 00 D3,3851,3851,96,4660,2026-04-09 13:23:32.067,45,233,-46,
FF FF FF FF 00 25 00 7C 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D2 12 34 00 2E 00 00 00 00 D6,3851,3851,97,4660,2026-04-09 13:23:32.098,46,233,-46,
FF FF FF FF 00 25 00 7D 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D2 12 34 00 2F 00 00 00 00 D6,3851,3851,97,4660,2026-04-09 13:23:32.128,47,233,-46,
FF FF FF FF 00 25 00 7E 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D2 12 34 00 30 00 00 00 00 CA,3851,3851,97,4660,2026-04-09 13:23:32.144,48,233,-46,
FF FF FF FF 00 25 00 7F 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 62 00 E9 FF D2 12 34 00 31 00 00 00 00 C9,3851,3851,98,4660,2026-04-09 13:23:32.175,49,233,-46,
FF FF FF FF 00 25 00 80 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 62 00 E9 FF D2 12 34 00 32 00 00 00 00 35,3851,3851,98,4660,2026-04-09 13:23:32.190,50,233,-46,
FF FF FF FF 00 25 00 81 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 62 00 E9 FF D2 12 34 00 33 00 00 00 00 35,3851,3851,98,4660,2026-04-09 13:23:32.221,51,233,-46,
FF FF FF FF 00 25 00 82 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 62 00 E9 FF D2 12 34 00 34 00 00 00 00 31,3851,3851,98,4660,2026-04-09 13:23:32.253,52,233,-46,
FF FF FF FF 00 25 00 83 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D2 12 34 00 35 00 00 00 00 32,3851,3851,97,4660,2026-04-09 13:23:32.268,53,233,-46,
FF FF FF FF 00 25 00 84 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D2 12 34 00 36 00 00 00 00 36,3851,3851,97,4660,2026-04-09 13:23:32.299,54,233,-46,
